"Time differences (ps)"	"Counts per bin"
-4900150	8
-4900100	10
-4900050	13
-4900000	13
-4899950	10
-4899900	19
-4899850	21
-4899800	24
-4899750	26
-4899700	21
-4899650	28
-4899600	26
-4899550	29
-4899500	39
-4899450	37
-4899400	34
-4899350	43
-4899300	37
-4899250	34
-4899200	54
-4899150	55
-4899100	52
-4899050	45
-4899000	36
-4898950	49
-4898900	54
-4898850	48
-4898800	39
-4898750	34
-4898700	37
-4898650	46
-4898600	34
-4898550	34
-4898500	29
-4898450	35
-4898400	20
-4898350	25
-4898300	25
-4898250	25
-4898200	23
-4898150	15
-4898100	11
-4898050	17
-4898000	9
-4897950	13
-4897900	18
-4897850	11
-4897800	7
-4897750	14
-4897700	11
-4897650	6
-4897600	5
-4897550	9
-4897500	6
-4897450	9
-4897400	9
-4897350	5
-4897300	6
-4897250	11
-4897200	8
-4897150	9
-4897100	5
-4897050	3
-4897000	3
-4896950	5
-4896900	3
-4896850	5
-4896800	4
-4896750	1
-4896700	5
-4896650	3
-4896600	3
-4896550	4
-4896500	1
-4896450	3
-4896400	3
-4896350	4
-4896300	1
-4896250	1
-4896200	2
-4896150	4
-4896100	2
-4896050	3
-4896000	0
-4895950	1
-4895900	4
-4895850	0
-4895800	2
-4895750	1
-4895700	3
-4895650	2
-4895600	2
-4895550	4
-4895500	0
-4895450	1
-4895400	5
-4895350	3
-4895300	2
-4895250	1
-4895200	1
-4895150	0
-4895100	1
-4895050	1
-4895000	1
-4894950	1
-4894900	1
-4894850	0
-4894800	2
-4894750	0
-4894700	0
-4894650	0
-4894600	2
-4894550	1
-4894500	1
-4894450	0
-4894400	1
-4894350	5
-4894300	0
-4894250	0
-4894200	1
-4894150	1
-4894100	2
-4894050	2
-4894000	1
-4893950	2
-4893900	0
-4893850	2
-4893800	3
-4893750	0
-4893700	1
-4893650	0
-4893600	1
-4893550	2
-4893500	0
-4893450	2
-4893400	0
-4893350	0
-4893300	1
-4893250	1
-4893200	1
-4893150	0
-4893100	2
-4893050	2
-4893000	1
-4892950	1
-4892900	3
-4892850	0
-4892800	0
-4892750	1
-4892700	2
-4892650	2
-4892600	1
-4892550	2
-4892500	0
-4892450	2
-4892400	0
-4892350	5
-4892300	3
-4892250	1
-4892200	0
-4892150	0
-4892100	1
-4892050	1
-4892000	0
-4891950	2
-4891900	2
-4891850	0
-4891800	0
-4891750	1
-4891700	1
-4891650	0
-4891600	1
-4891550	0
-4891500	1
-4891450	1
-4891400	0
-4891350	1
-4891300	0
-4891250	3
-4891200	2
-4891150	2
-4891100	0
-4891050	1
-4891000	4
-4890950	1
-4890900	1
-4890850	2
-4890800	2
-4890750	0
-4890700	1
-4890650	2
-4890600	1
-4890550	4
-4890500	2
-4890450	2
-4890400	3
-4890350	0
-4890300	2
-4890250	1
-4890200	2
-4890150	1
-4890100	1
-4890050	1
-4890000	1
-4889950	1
-4889900	0
-4889850	0
-4889800	4
-4889750	0
-4889700	5
-4889650	2
-4889600	4
-4889550	1
-4889500	1
-4889450	2
-4889400	1
-4889350	0
-4889300	1
-4889250	3
-4889200	1
-4889150	1
-4889100	2
-4889050	2
-4889000	4
-4888950	0
-4888900	2
-4888850	3
-4888800	2
-4888750	0
-4888700	4
-4888650	3
-4888600	2
-4888550	6
-4888500	4
-4888450	3
-4888400	0
-4888350	2
-4888300	5
-4888250	3
-4888200	7
-4888150	3
-4888100	9
-4888050	10
-4888000	9
-4887950	5
-4887900	7
-4887850	12
-4887800	8
-4887750	9
-4887700	10
-4887650	7
-4887600	7
-4887550	12
-4887500	12
-4887450	16
-4887400	17
-4887350	18
-4887300	26
-4887250	10
-4887200	16
-4887150	25
-4887100	29
-4887050	32
-4887000	37
-4886950	39
-4886900	53
-4886850	34
-4886800	37
-4886750	44
-4886700	51
-4886650	42
-4886600	43
-4886550	42
-4886500	45
-4886450	45
-4886400	44
-4886350	41
-4886300	51
-4886250	50
-4886200	37
-4886150	34
-4886100	42
-4886050	33
-4886000	21
-4885950	32
-4885900	25
-4885850	26
-4885800	25
-4885750	27
-4885700	26
-4885650	16
-4885600	23
-4885550	22
-4885500	15
-4885450	14
-4885400	9
-4885350	10
-4885300	14
-4885250	5
-4885200	6
-4885150	11
-4885100	9
-4885050	11
-4885000	8
-4884950	12
-4884900	3
-4884850	4
-4884800	6
-4884750	4
-4884700	3
-4884650	2
-4884600	3
-4884550	2
-4884500	2
-4884450	4
-4884400	6
-4884350	3
-4884300	3
-4884250	3
-4884200	4
-4884150	1
-4884100	3
-4884050	2
-4884000	3
-4883950	3
-4883900	4
-4883850	3
-4883800	1
-4883750	1
-4883700	2
-4883650	4
-4883600	0
-4883550	2
-4883500	1
-4883450	1
-4883400	1
-4883350	0
-4883300	1
-4883250	1
-4883200	1
-4883150	1
-4883100	1
-4883050	3
-4883000	3
-4882950	2
-4882900	3
-4882850	1
-4882800	0
-4882750	1
-4882700	4
-4882650	2
-4882600	0
-4882550	3
-4882500	2
-4882450	1
-4882400	1
-4882350	1
-4882300	0
-4882250	1
-4882200	0
-4882150	0
-4882100	3
-4882050	0
-4882000	0
-4881950	2
-4881900	0
-4881850	0
-4881800	2
-4881750	2
-4881700	2
-4881650	3
-4881600	1
-4881550	2
-4881500	0
-4881450	0
-4881400	1
-4881350	3
-4881300	2
-4881250	1
-4881200	2
-4881150	0
-4881100	2
-4881050	1
-4881000	0
-4880950	3
-4880900	2
-4880850	1
-4880800	4
-4880750	1
-4880700	0
-4880650	3
-4880600	1
-4880550	2
-4880500	1
-4880450	2
-4880400	0
-4880350	1
-4880300	6
-4880250	2
-4880200	0
-4880150	2
-4880100	2
-4880050	1
-4880000	2
-4879950	1
-4879900	3
-4879850	2
-4879800	0
-4879750	3
-4879700	1
-4879650	1
-4879600	0
-4879550	1
-4879500	0
-4879450	1
-4879400	2
-4879350	3
-4879300	0
-4879250	0
-4879200	3
-4879150	0
-4879100	0
-4879050	0
-4879000	2
-4878950	1
-4878900	1
-4878850	0
-4878800	1
-4878750	1
-4878700	1
-4878650	2
-4878600	1
-4878550	0
-4878500	0
-4878450	1
-4878400	2
-4878350	2
-4878300	0
-4878250	2
-4878200	1
-4878150	2
-4878100	1
-4878050	2
-4878000	1
-4877950	2
-4877900	1
-4877850	0
-4877800	3
-4877750	1
-4877700	2
-4877650	3
-4877600	0
-4877550	3
-4877500	1
-4877450	0
-4877400	0
-4877350	0
-4877300	2
-4877250	3
-4877200	3
-4877150	1
-4877100	1
-4877050	3
-4877000	3
-4876950	0
-4876900	1
-4876850	2
-4876800	2
-4876750	1
-4876700	1
-4876650	0
-4876600	3
-4876550	2
-4876500	6
-4876450	1
-4876400	2
-4876350	5
-4876300	3
-4876250	4
-4876200	0
-4876150	5
-4876100	2
-4876050	2
-4876000	2
-4875950	1
-4875900	1
-4875850	4
-4875800	8
-4875750	5
-4875700	2
-4875650	4
-4875600	7
-4875550	7
-4875500	6
-4875450	7
-4875400	6
-4875350	5
-4875300	12
-4875250	12
-4875200	7
-4875150	6
-4875100	11
-4875050	11
-4875000	17
-4874950	17
-4874900	13
-4874850	19
-4874800	21
-4874750	32
-4874700	29
-4874650	26
-4874600	32
-4874550	33
-4874500	37
-4874450	31
-4874400	35
-4874350	42
-4874300	41
-4874250	34
-4874200	47
-4874150	38
-4874100	65
-4874050	40
-4874000	39
-4873950	51
-4873900	48
-4873850	48
-4873800	48
-4873750	42
-4873700	33
-4873650	38
-4873600	37
-4873550	29
-4873500	38
-4873450	30
-4873400	31
-4873350	25
-4873300	16
-4873250	27
-4873200	24
-4873150	19
-4873100	19
-4873050	21
-4873000	15
-4872950	12
-4872900	13
-4872850	10
-4872800	8
-4872750	11
-4872700	10
-4872650	8
-4872600	5
-4872550	8
-4872500	4
-4872450	11
-4872400	8
-4872350	7
-4872300	4
-4872250	2
-4872200	2
-4872150	8
-4872100	2
-4872050	3
-4872000	3
-4871950	6
-4871900	2
-4871850	5
-4871800	1
-4871750	2
-4871700	2
-4871650	3
-4871600	4
-4871550	0
-4871500	0
-4871450	1
-4871400	2
-4871350	2
-4871300	0
-4871250	5
-4871200	1
-4871150	0
-4871100	0
-4871050	2
-4871000	0
-4870950	5
-4870900	0
-4870850	4
-4870800	1
-4870750	1
-4870700	2
-4870650	3
-4870600	1
-4870550	2
-4870500	2
-4870450	3
-4870400	1
-4870350	1
-4870300	2
-4870250	0
-4870200	1
-4870150	2
-4870100	1
-4870050	1
-4870000	1
-4869950	0
-4869900	3
-4869850	1
-4869800	0
-4869750	2
-4869700	0
-4869650	1
-4869600	0
-4869550	3
-4869500	3
-4869450	0
-4869400	0
-4869350	2
-4869300	0
-4869250	1
-4869200	2
-4869150	2
-4869100	1
-4869050	3
-4869000	2
-4868950	3
-4868900	0
-4868850	0
-4868800	4
-4868750	2
-4868700	0
-4868650	2
-4868600	0
-4868550	3
-4868500	1
-4868450	2
-4868400	1
-4868350	3
-4868300	3
-4868250	4
-4868200	4
-4868150	1
-4868100	2
-4868050	1
-4868000	0
-4867950	4
-4867900	1
-4867850	0
-4867800	1
-4867750	0
-4867700	1
-4867650	0
-4867600	1
-4867550	1
-4867500	2
-4867450	1
-4867400	0
-4867350	3
-4867300	1
-4867250	2
-4867200	1
-4867150	3
-4867100	1
-4867050	3
-4867000	1
-4866950	1
-4866900	1
-4866850	2
-4866800	0
-4866750	1
-4866700	1
-4866650	0
-4866600	1
-4866550	2
-4866500	1
-4866450	0
-4866400	0
-4866350	2
-4866300	1
-4866250	0
-4866200	1
-4866150	3
-4866100	0
-4866050	1
-4866000	3
-4865950	0
-4865900	2
-4865850	1
-4865800	4
-4865750	1
-4865700	1
-4865650	0
-4865600	2
-4865550	1
-4865500	0
-4865450	3
-4865400	3
-4865350	3
-4865300	0
-4865250	2
-4865200	0
-4865150	1
-4865100	2
-4865050	0
-4865000	3
-4864950	1
-4864900	2
-4864850	1
-4864800	2
-4864750	3
-4864700	2
-4864650	2
-4864600	3
-4864550	2
-4864500	1
-4864450	0
-4864400	3
-4864350	4
-4864300	1
-4864250	2
-4864200	1
-4864150	3
-4864100	2
-4864050	2
-4864000	2
-4863950	4
-4863900	6
-4863850	4
-4863800	3
-4863750	4
-4863700	2
-4863650	1
-4863600	6
-4863550	1
-4863500	3
-4863450	4
-4863400	3
-4863350	8
-4863300	3
-4863250	4
-4863200	6
-4863150	5
-4863100	8
-4863050	3
-4863000	4
-4862950	7
-4862900	12
-4862850	3
-4862800	11
-4862750	5
-4862700	11
-4862650	9
-4862600	7
-4862550	15
-4862500	14
-4862450	12
-4862400	17
-4862350	27
-4862300	22
-4862250	17
-4862200	27
-4862150	26
-4862100	33
-4862050	35
-4862000	23
-4861950	29
-4861900	37
-4861850	31
-4861800	23
-4861750	60
-4861700	35
-4861650	41
-4861600	43
-4861550	44
-4861500	57
-4861450	46
-4861400	49
-4861350	46
-4861300	54
-4861250	46
-4861200	45
-4861150	46
-4861100	43
-4861050	37
-4861000	28
-4860950	33
-4860900	33
-4860850	24
-4860800	20
-4860750	34
-4860700	18
-4860650	23
-4860600	20
-4860550	11
-4860500	10
-4860450	14
-4860400	11
-4860350	8
-4860300	10
-4860250	6
-4860200	8
-4860150	4
-4860100	10
-4860050	2
-4860000	9
-4859950	2
-4859900	1
-4859850	7
-4859800	7
-4859750	4
-4859700	1
-4859650	3
-4859600	3
-4859550	3
-4859500	2
-4859450	4
-4859400	2
-4859350	4
-4859300	2
-4859250	1
-4859200	5
-4859150	3
-4859100	1
-4859050	2
-4859000	1
-4858950	0
-4858900	6
-4858850	1
-4858800	1
-4858750	5
-4858700	7
-4858650	1
-4858600	1
-4858550	1
-4858500	1
-4858450	1
-4858400	4
-4858350	0
-4858300	2
-4858250	1
-4858200	2
-4858150	3
-4858100	1
-4858050	1
-4858000	3
-4857950	2
-4857900	1
-4857850	2
-4857800	1
-4857750	0
-4857700	2
-4857650	0
-4857600	3
-4857550	1
-4857500	1
-4857450	2
-4857400	2
-4857350	1
-4857300	0
-4857250	2
-4857200	0
-4857150	1
-4857100	1
-4857050	3
-4857000	0
-4856950	1
-4856900	1
-4856850	0
-4856800	2
-4856750	3
-4856700	2
-4856650	2
-4856600	0
-4856550	2
-4856500	1
-4856450	0
-4856400	0
-4856350	0
-4856300	1
-4856250	2
-4856200	3
-4856150	1
-4856100	1
-4856050	4
-4856000	1
-4855950	1
-4855900	3
-4855850	0
-4855800	1
-4855750	1
-4855700	0
-4855650	3
-4855600	0
-4855550	2
-4855500	0
-4855450	0
-4855400	2
-4855350	0
-4855300	0
-4855250	2
-4855200	3
-4855150	2
-4855100	2
-4855050	0
-4855000	0
-4854950	0
-4854900	3
-4854850	1
-4854800	2
-4854750	1
-4854700	0
-4854650	3
-4854600	0
-4854550	1
-4854500	0
-4854450	0
-4854400	1
-4854350	1
-4854300	1
-4854250	1
-4854200	3
-4854150	1
-4854100	1
-4854050	1
-4854000	3
-4853950	2
-4853900	1
-4853850	1
-4853800	1
-4853750	0
-4853700	1
-4853650	2
-4853600	0
-4853550	1
-4853500	1
-4853450	2
-4853400	1
-4853350	1
-4853300	2
-4853250	1
-4853200	3
-4853150	2
-4853100	4
-4853050	0
-4853000	3
-4852950	1
-4852900	1
-4852850	1
-4852800	0
-4852750	1
-4852700	1
-4852650	2
-4852600	1
-4852550	3
-4852500	2
-4852450	2
-4852400	1
-4852350	1
-4852300	2
-4852250	0
-4852200	0
-4852150	1
-4852100	0
-4852050	2
-4852000	2
-4851950	3
-4851900	3
-4851850	2
-4851800	4
-4851750	0
-4851700	3
-4851650	2
-4851600	3
-4851550	3
-4851500	2
-4851450	2
-4851400	1
-4851350	4
-4851300	1
-4851250	5
-4851200	1
-4851150	4
-4851100	5
-4851050	8
-4851000	3
-4850950	3
-4850900	4
-4850850	5
-4850800	4
-4850750	4
-4850700	3
-4850650	3
-4850600	5
-4850550	4
-4850500	6
-4850450	6
-4850400	7
-4850350	5
-4850300	2
-4850250	12
-4850200	10
-4850150	11
-4850100	7
-4850050	10
-4850000	15
-4849950	13
-4849900	12
-4849850	14
-4849800	23
-4849750	17
-4849700	20
-4849650	17
-4849600	31
-4849550	26
-4849500	40
-4849450	37
-4849400	41
-4849350	41
-4849300	29
-4849250	46
-4849200	50
-4849150	40
-4849100	53
-4849050	57
-4849000	53
-4848950	41
-4848900	39
-4848850	56
-4848800	41
-4848750	30
-4848700	44
-4848650	42
-4848600	37
-4848550	41
-4848500	40
-4848450	29
-4848400	29
-4848350	20
-4848300	21
-4848250	22
-4848200	20
-4848150	20
-4848100	15
-4848050	23
-4848000	12
-4847950	15
-4847900	23
-4847850	9
-4847800	8
-4847750	10
-4847700	8
-4847650	15
-4847600	6
-4847550	2
-4847500	3
-4847450	6
-4847400	6
-4847350	7
-4847300	6
-4847250	3
-4847200	7
-4847150	4
-4847100	4
-4847050	8
-4847000	0
-4846950	8
-4846900	3
-4846850	3
-4846800	1
-4846750	5
-4846700	1
-4846650	3
-4846600	2
-4846550	1
-4846500	4
-4846450	4
-4846400	0
-4846350	3
-4846300	2
-4846250	1
-4846200	1
-4846150	1
-4846100	1
-4846050	2
-4846000	2
-4845950	3
-4845900	4
-4845850	0
-4845800	0
-4845750	0
-4845700	3
-4845650	1
-4845600	0
-4845550	0
-4845500	6
-4845450	1
-4845400	0
-4845350	0
-4845300	1
-4845250	0
-4845200	4
-4845150	4
-4845100	1
-4845050	3
-4845000	1
-4844950	1
-4844900	1
-4844850	3
-4844800	3
-4844750	0
-4844700	2
-4844650	0
-4844600	2
-4844550	3
-4844500	1
-4844450	2
-4844400	3
-4844350	0
-4844300	1
-4844250	0
-4844200	3
-4844150	0
-4844100	2
-4844050	3
-4844000	2
-4843950	2
-4843900	0
-4843850	1
-4843800	0
-4843750	2
-4843700	1
-4843650	0
-4843600	1
-4843550	0
-4843500	1
-4843450	0
-4843400	0
-4843350	1
-4843300	1
-4843250	0
-4843200	2
-4843150	1
-4843100	3
-4843050	4
-4843000	1
-4842950	0
-4842900	0
-4842850	0
-4842800	4
-4842750	1
-4842700	2
-4842650	3
-4842600	0
-4842550	2
-4842500	0
-4842450	1
-4842400	0
-4842350	1
-4842300	1
-4842250	2
-4842200	2
-4842150	0
-4842100	0
-4842050	0
-4842000	1
-4841950	1
-4841900	2
-4841850	2
-4841800	1
-4841750	0
-4841700	1
-4841650	1
-4841600	2
-4841550	1
-4841500	2
-4841450	3
-4841400	1
-4841350	0
-4841300	0
-4841250	0
-4841200	3
-4841150	0
-4841100	0
-4841050	1
-4841000	1
-4840950	0
-4840900	1
-4840850	3
-4840800	0
-4840750	2
-4840700	1
-4840650	2
-4840600	1
-4840550	2
-4840500	2
-4840450	3
-4840400	1
-4840350	0
-4840300	3
-4840250	0
-4840200	1
-4840150	2
-4840100	3
-4840050	4
-4840000	1
-4839950	3
-4839900	3
-4839850	1
-4839800	1
-4839750	2
-4839700	0
-4839650	1
-4839600	3
-4839550	1
-4839500	0
-4839450	0
-4839400	0
-4839350	3
-4839300	2
-4839250	2
-4839200	3
-4839150	1
-4839100	3
-4839050	5
-4839000	1
-4838950	2
-4838900	3
-4838850	1
-4838800	2
-4838750	0
-4838700	5
-4838650	4
-4838600	6
-4838550	4
-4838500	2
-4838450	2
-4838400	4
-4838350	9
-4838300	3
-4838250	2
-4838200	5
-4838150	6
-4838100	8
-4838050	6
-4838000	4
-4837950	7
-4837900	9
-4837850	8
-4837800	6
-4837750	5
-4837700	12
-4837650	11
-4837600	7
-4837550	16
-4837500	11
-4837450	18
-4837400	18
-4837350	13
-4837300	16
-4837250	22
-4837200	23
-4837150	18
-4837100	23
-4837050	34
-4837000	47
-4836950	28
-4836900	31
-4836850	34
-4836800	36
-4836750	31
-4836700	43
-4836650	51
-4836600	44
-4836550	56
-4836500	52
-4836450	52
-4836400	54
-4836350	32
-4836300	43
-4836250	58
-4836200	30
-4836150	38
-4836100	30
-4836050	38
-4836000	35
-4835950	26
-4835900	32
-4835850	25
-4835800	25
-4835750	16
-4835700	24
-4835650	28
-4835600	16
-4835550	16
-4835500	11
-4835450	14
-4835400	15
-4835350	9
-4835300	12
-4835250	8
-4835200	9
-4835150	13
-4835100	5
-4835050	8
-4835000	9
-4834950	5
-4834900	2
-4834850	4
-4834800	7
-4834750	3
-4834700	2
-4834650	3
-4834600	8
-4834550	5
-4834500	4
-4834450	6
-4834400	3
-4834350	3
-4834300	1
-4834250	1
-4834200	1
-4834150	1
-4834100	1
-4834050	6
-4834000	6
-4833950	1
-4833900	2
-4833850	0
-4833800	0
-4833750	1
-4833700	0
-4833650	3
-4833600	0
-4833550	1
-4833500	4
-4833450	2
-4833400	4
-4833350	1
-4833300	0
-4833250	1
-4833200	2
-4833150	1
-4833100	0
-4833050	2
-4833000	0
-4832950	1
-4832900	3
-4832850	1
-4832800	2
-4832750	0
-4832700	0
-4832650	1
-4832600	0
-4832550	1
-4832500	2
-4832450	1
-4832400	2
-4832350	1
-4832300	2
-4832250	2
-4832200	2
-4832150	1
-4832100	2
-4832050	0
-4832000	1
-4831950	0
-4831900	2
-4831850	0
-4831800	0
-4831750	2
-4831700	3
-4831650	0
-4831600	0
-4831550	2
-4831500	2
-4831450	1
-4831400	2
-4831350	0
-4831300	4
-4831250	2
-4831200	1
-4831150	1
-4831100	0
-4831050	1
-4831000	3
-4830950	3
-4830900	0
-4830850	0
-4830800	0
-4830750	2
-4830700	2
-4830650	2
-4830600	3
-4830550	2
-4830500	0
-4830450	2
-4830400	0
-4830350	2
-4830300	1
-4830250	2
-4830200	2
-4830150	2
-4830100	3
-4830050	1
-4830000	3
-4829950	3
-4829900	1
-4829850	2
-4829800	1
-4829750	1
-4829700	2
-4829650	2
-4829600	1
-4829550	1
-4829500	1
-4829450	0
-4829400	1
-4829350	2
-4829300	1
-4829250	1
-4829200	0
-4829150	2
-4829100	2
-4829050	1
-4829000	2
-4828950	1
-4828900	1
-4828850	0
-4828800	1
-4828750	0
-4828700	2
-4828650	1
-4828600	2
-4828550	0
-4828500	1
-4828450	1
-4828400	1
-4828350	3
-4828300	1
-4828250	1
-4828200	1
-4828150	2
-4828100	1
-4828050	2
-4828000	2
-4827950	1
-4827900	3
-4827850	1
-4827800	0
-4827750	1
-4827700	1
-4827650	1
-4827600	2
-4827550	0
-4827500	0
-4827450	2
-4827400	1
-4827350	0
-4827300	1
-4827250	2
-4827200	0
-4827150	4
-4827100	1
-4827050	4
-4827000	0
-4826950	3
-4826900	2
-4826850	3
-4826800	4
-4826750	2
-4826700	2
-4826650	3
-4826600	1
-4826550	0
-4826500	2
-4826450	0
-4826400	1
-4826350	1
-4826300	4
-4826250	1
-4826200	4
-4826150	2
-4826100	1
-4826050	4
-4826000	4
-4825950	3
-4825900	4
-4825850	2
-4825800	5
-4825750	3
-4825700	8
-4825650	6
-4825600	8
-4825550	9
-4825500	3
-4825450	6
-4825400	6
-4825350	4
-4825300	10
-4825250	8
-4825200	12
-4825150	5
-4825100	12
-4825050	12
-4825000	19
-4824950	20
-4824900	15
-4824850	12
-4824800	19
-4824750	21
-4824700	16
-4824650	28
-4824600	34
-4824550	41
-4824500	31
-4824450	33
-4824400	40
-4824350	39
-4824300	44
-4824250	42
-4824200	44
-4824150	56
-4824100	46
-4824050	54
-4824000	38
-4823950	45
-4823900	50
-4823850	56
-4823800	41
-4823750	33
-4823700	44
-4823650	44
-4823600	39
-4823550	42
-4823500	26
-4823450	26
-4823400	19
-4823350	30
-4823300	20
-4823250	23
-4823200	20
-4823150	18
-4823100	15
-4823050	17
-4823000	14
-4822950	16
-4822900	11
-4822850	12
-4822800	10
-4822750	15
-4822700	14
-4822650	9
-4822600	12
-4822550	9
-4822500	4
-4822450	7
-4822400	7
-4822350	3
-4822300	6
-4822250	6
-4822200	4
-4822150	7
-4822100	3
-4822050	3
-4822000	1
-4821950	3
-4821900	4
-4821850	4
-4821800	4
-4821750	7
-4821700	2
-4821650	3
-4821600	2
-4821550	3
-4821500	4
-4821450	2
-4821400	2
-4821350	3
-4821300	4
-4821250	0
-4821200	2
-4821150	2
-4821100	3
-4821050	2
-4821000	1
-4820950	2
-4820900	1
-4820850	3
-4820800	4
-4820750	0
-4820700	1
-4820650	0
-4820600	1
-4820550	1
-4820500	2
-4820450	2
-4820400	0
-4820350	0
-4820300	0
-4820250	0
-4820200	2
-4820150	0
-4820100	0
-4820050	2
-4820000	3
-4819950	0
-4819900	1
-4819850	1
-4819800	1
-4819750	2
-4819700	1
-4819650	3
-4819600	1
-4819550	1
-4819500	0
-4819450	1
-4819400	1
-4819350	1
-4819300	0
-4819250	2
-4819200	3
-4819150	0
-4819100	2
-4819050	1
-4819000	1
-4818950	1
-4818900	2
-4818850	1
-4818800	1
-4818750	2
-4818700	1
-4818650	1
-4818600	1
-4818550	1
-4818500	1
-4818450	1
-4818400	0
-4818350	2
-4818300	2
-4818250	4
-4818200	3
-4818150	3
-4818100	0
-4818050	1
-4818000	2
-4817950	0
-4817900	1
-4817850	1
-4817800	1
-4817750	0
-4817700	2
-4817650	1
-4817600	2
-4817550	4
-4817500	1
-4817450	4
-4817400	0
-4817350	1
-4817300	2
-4817250	2
-4817200	0
-4817150	0
-4817100	1
-4817050	0
-4817000	1
-4816950	0
-4816900	2
-4816850	0
-4816800	2
-4816750	1
-4816700	1
-4816650	1
-4816600	1
-4816550	2
-4816500	2
-4816450	1
-4816400	1
-4816350	1
-4816300	1
-4816250	3
-4816200	3
-4816150	1
-4816100	2
-4816050	1
-4816000	3
-4815950	3
-4815900	1
